product_code,description,stock_qty,avg,total_stock,main_bin,alt_bin_1,alt_bin_2,alt_bin_3,bin_group
135322,LED FILAMENT PEAR NIPPLE B22 4W G513BC,2.0,43.46,86.92,111,,,,111
135325,LED CANDLE FILAMENT E14 4W 3000K G956,-3.0,24.99,-74.97,111,,,,111
135326,LED CANDLE FILAMENT B22 4W WW G957,-1.0,26.0,-26.0,111,,,,111
135330,EUROLUX PYGMY E27 15W WARM WHITE G85,8.0,29.04,232.32,111,,,,111
135349,PENDANT ALU ANTIQUE BRS E27 P1296AB,1.0,87.49,87.49,111,,,,111
135350,PENDANT ALU ANTIQUE CPR E27 P1296C,2.0,87.49,174.99,111,,,,111
135351,PENDANT ALU ANTIQUE CHRM E27 P1296CH,3.0,87.49,262.47,111,,,,111
136789,EUROLUX HALOGEN QI PREMIUM 80W G408,3.0,41.87,125.61,111,,,,111
137057,RADIANT GLOBE LED E27 12W RLL399,20.0,12.99,259.8,111,,,,111
137484,EUROLUX LED CANDLE FILAMENT E14 4W 3000K,4.0,24.99,99.96,111,,,,111
126909,EUROLUX G983 ES BATTERY GLOBE LT-5005 E2,-2.0,20.0,-40.0,112,,,,112
130817,EURO LED PLASTIC CANDLE E14 C/WHI G932CW,-3.0,13.99,-41.97,112,,,,112
132070,EUROLUX G32 FLUORESCENT 2D,5.0,38.0,190.0,112,,,,112
132355,G204 PAR38 INFRARED HEAT LAMP 175W,4.0,90.06,360.27,112,,,,112
134054,OSRAM LED BASIC BULB 9W E27 OPAL D/L AC3,1.0,15.0,15.0,112,,,,112
134569,DELTA LED SES CANDLE GLOBE 39773,5.0,13.5,67.5,112,,,,112
134573,DELTA 16W 2D LAMPS 788030,5.0,24.5,122.5,112,,,,112
134576,DELTA DAY-NIGHT SWITCH 600260,1.0,60.67,60.67,112,,,,112
135329,PYGMY E14 15W WW BLISTER G83BP,5.0,35.67,178.38,112,,,,112
136470,OSRAM 26W GLOBE DULUX COOL WHITE,4.0,25.5,102.0,112,,,,112
136471,OSRAM 13W GLOBE DULUX COOL WHITE,10.0,24.99,249.9,112,,,,112
137511,EUROLUX DOWNLIGHT BULB G769WW LED,167.0,3.0,501.0,112,,,,112
138498,RADIANT STICK LED LAMP E27 12W DAYLIGHT,7.0,29.99,209.93,112,,,,112
103497,ZAP BATTEN LAMPHOLDER 50MM BRASS B22,2.0,12.45,24.91,113,,,,113
134564,DELTA OSRAM 14W ENEGY SAVER BC 11926,-3.0,21.0,-63.0,113,,,,113
136171,RAD PLAS GLOBE LED E27 9W,18.0,6.46,116.37,113,,,,113
137976,RADIANT PAR38 INFRARED E27 REFLECTOR,3.0,34.3,102.9,113,,,,113
137977,RADIANT DOWNLIGHT 7W DAYLIGHT RLL121DL,3.0,13.29,39.87,113,,,,113
137978,RADIANT DOWNLIGHT 5W DAYLIGHT RLL300,-8.0,8.55,-68.4,113,,,,113
137979,RADIANT LED GLOBE 6W DAYLIGHT B22 RLL203,9.0,8.03,72.27,113,,,,113
137980,RADIANT LED GLOBE 6W DAYLIGHT E27 RLL203,26.0,7.46,193.96,113,,,,113
137981,RADIANT LED GLOBE 9W DAYLIGHT E27 RLL204,16.0,8.01,128.16,113,,,,113
137982,RADIANT DOWNLIGHT 5W COOLWHITE RLL299,8.0,8.59,68.72,113,,,,113
137983,EUROLUX DOWNLIGHT WHITE FITTING ONLY D,3.0,12.91,38.73,113,,,,113
137984,EUROLUX DOWNLIGHT BLACK FITTING ONLY D,3.0,13.13,39.39,113,,,,113
137985,RADIANT DOWNLIGHT LED COOLWHITE RLL197,1.0,19.63,19.63,113,,,,113
137986,RADIANT DOWNLIGHT LED COOLWHITE 4PK RLL,6.0,39.99,239.94,113,,,,113
137988,RADIANT 10W REFLECTOR R80 LED E27 RLL10,1.0,23.05,23.05,113,,,,113
137989,RADIANT DAY/NIGHT 9W SENSOR DAYLIGHT RLL,6.0,22.55,135.31,113,,,,113
137991,RADIANT 20W LED FLOODLIGHT RFS50,1.0,41.37,41.37,113,,,,113
138352,RADIANT STICK LED LAMP B22 12W DAYLIGHT,19.0,29.99,569.81,113,,,,113
103766,EXTRACTOR FAN CEILING CE250BB,6.0,295.0,1770.0,114,,,,114
128769,EXTRACTOR FAN WALL 208x87x184mm - F45,6.0,243.94,1463.68,114,,,,114
133343,FLASH SOLAR LED FLOODLIGHT SOF10W,2.0,489.4,978.8,114,,,,114
133444,EUROLUX EXTRACTOR FAN CEILING 300mm F46W,14.0,268.5,3759.11,114,,,,114
138150,RADIANT CEILING LIGHT GSD RAY 12W LED RC,9.0,74.19,667.71,114,,,,114
138156,RADIANT BULKHEAD ROUND 20W LED RB196,1.0,49.0,49.0,114,,,,114
123494,EUROLUX SPOT MINI DISC 2 PLATE R50 WHITE,1.0,154.82,154.82,115,,,,115
125777,EUROLUX S43W TURBO 2 SPOTLIGHT ON PLATE,1.0,172.78,172.78,115,,,,115
129439,SPOT MINI DISC WHITE 90MM S241W,1.0,86.6,86.6,115,,,,115
132313,FS297W RECHARGEABLE LED EMER LIGHT 5W CW,1.0,258.67,258.67,115,,,,115
132350,EUROLUX 30LED EMERGENCY LIGHT FS206,6.0,93.23,559.42,115,,,,115
134229,EUROLUX FS226 RECHA PLUG-IN EMER LIGHT,4.0,60.0,240.0,115,,,,115
134279,EUROLUX FS207 RECHARGEABLE 90 LED LIGHT,1.0,210.94,210.94,115,,,,115
134280,EUROLUX FS205 RECHAR LED LIGHT 1.8W,1.0,94.34,94.34,115,,,,115
135360,MINI DISC BOW 2LT R50 S22SCC,-1.0,208.64,-208.64,115,,,,115
137332,EUROLUX S530B DUAL URBAN SPOTLIGHT BLACK,1.0,199.99,199.99,115,,,,115
125755,EUROLUX C399 CEILING LIGHT ZEBRA STRIPE,5.0,129.0,645.0,116,,,,116
125759,LED GLOBE E27 DAY LIGHT SMGL7DL,87.0,5.16,449.3,116,,,,116
125760,LED GLOBE B22 WARM WHITE SMGL7WWWE,82.0,5.0,410.0,116,,,,116
126900,EUROLUX CEILING LIGHT C400 FLORAL PATTER,10.0,149.25,1492.5,116,,,,116
126910,EUROLUX FS276 RECHARG LED EMERGENCY LIGH,2.0,108.48,216.96,116,,,,116
136553,EUROLUX WEB C/LIGHT 300mm WHITE C289,14.0,89.0,1246.0,116,,,,116
137333,EUROLUX S530W DUAL URBAN SPOTLIGHT WHITE,1.0,199.0,199.0,116,,,,116
138765,EUROLUX MOSAIC CIELING LIGHT E27 WHITE C,13.0,99.0,1287.0,116,,,,116
128626,EUROLUX C940 CHEESE FITTING SQUARE,4.0,133.0,532.0,117,,,,117
129458,GRAFIK LINED W/LIGHT 180MM SILVER W165,1.0,127.62,127.62,117,,,,117
129459,SANDRO W/LIGHT 240MM MAPLE W114M,1.0,147.34,147.34,117,,,,117
129460,COSSANO PEND 190MM MAPLE HNGY P673M,2.0,390.0,780.0,117,,,,117
131271,ALABASTER CEILING LIGHT 400MM & SET OF 3,-1.0,271.94,-271.94,117,,,,117
132076,EUROLUX SPOTLIGHT HORNWOOD S459,2.0,505.0,1010.0,117,,,,117
137336,RADIANT OUTDOOR WALL LIGHT RND BLK RO4,3.0,90.0,270.0,117,,,,117
137356,ELECTRA STARLIT C516 CEILING LED LIGHT,4.0,89.9,359.6,117,,,,117
103918,OSRAM LED 5FT TUBE 20W WITH STARTER,36.0,27.99,1007.66,118,,,,118
121270,OSRAM FLUORESCENT TUBE 58W 5FT,2.0,23.97,47.95,118,,,,118
121271,OSRAM FLUORESCENT 4FT TUBE 36W,14.0,19.99,279.86,118,,,,118
131363,ILLUMIN8 48W SLIM LED LINEAR 1500MM W/CO,1.0,104.99,104.99,118,,,,118
133849,OSRAM LED 4FT TUBE 18W WITH STARTER,72.0,21.74,1565.6,118,,,,118
134583,DELTA 4FT DBL LED W/PROOF FIT 460165,2.0,289.0,578.0,118,,,,118
135367,EUROLUX 4FT GLASS TUBE T8 LED 18W 6500K,16.0,17.5,280.0,118,,,,118
137234,ILLUMIN8 9W 2FT LED LINEAR 600MM TUBE,2.0,18.99,37.98,118,,,,118
137913,STAR BRIGHT 36W SLIM LED LINEAR 1200MM W,9.0,69.0,621.0,118,,,,118
138332,STARBRITE 4FT DOUBLE LED FITTINGS + TUBE,11.0,99.0,1089.0,118,,,,118
138483,STARBRITE 54W SLIM LED LINEAR 1500MM WIT,9.0,75.0,675.0,118,,,,118
138484,STARBRITE 18W SLIM LED LINEAR 600MM WITH,-3.0,45.0,-135.0,118,,,,118
138485,DELTA LED TUBE 2FT 600MM 230411,2.0,20.99,41.98,118,,,,118
138713,STARBRITE 4FT DOUBLE LED WATERPROOF FITT,5.0,235.0,1175.0,118,,,,118
129463,SILICONE PENDANT 125MM BLACK P470B,1.0,41.7,41.7,119,,,,119
131270,ELUX BULKHEAD ROUND RB190WECO WHT 15W,1.0,48.08,48.08,119,,,,119
135357,LEAF CEILING LIGHT JE0003SC S/CHR,1.0,108.14,108.14,119,,,,119
136619,BRIE CEILING LIGHT ROUND WHITE 250MM,4.0,80.86,323.44,119,,,,119
136620,BRIE CEILING LIGHT ROUND WHITE 220MM,6.0,60.55,363.33,119,,,,119
137992,EUROLUX 20W LED FLOODLIGHT WITH D/L SEN,2.0,76.01,152.02,119,,,,119
137994,EUROLUX 20W LED FLOODLIGHT MOTION SENS,2.0,127.64,255.28,119,,,,119
137995,EUROLUX 30W LED FLOODLIGHT MOTION SENSO,2.0,133.0,266.0,119,,,,119
138098,PHILIPS LED DOWNLIGHT 5.5W DAYLIGHT,27.0,44.95,1213.65,119,,,,119
138149,RADIANT CEILING LIGHT GSD WISP 12W LED R,5.0,74.19,370.95,119,,,,119
138151,RADIANT CEILING LIGHT GSD SQUARE LED R,7.0,90.0,630.0,119,,,,119
138154,RADIANT CEILING LIGHT GSD AURA 12W LED,11.0,70.37,774.09,119,,,,119
138654,APPLO CEILING LIGHT OVAL ECO SLIM 36W CR,5.0,279.9,1399.5,119,,,,119
129431,1 LIGHT PENDANT METAL&WOOD BLK P955,1.0,333.9,333.9,120,,,,120
129435,EUROLUX IRON AGE PENDANT BLK 170MM P606,1.0,418.8,418.8,120,,,,120
129436,BIJOU PENDANT 190MM CLEAR GLASS P589,1.0,274.75,274.75,120,,,,120
129462,BRIXHAM PEND 210MM S/CHROM P780,1.0,348.21,348.21,120,,,,120
134408,DELTA STAR BRITE SOLAR F/LIGHT 530115,3.0,249.0,747.0,120,,,,120
134505,STAR BRITE RECHARGEABLE LED SB-24SMD,4.0,129.0,516.0,120,,,,120
135340,EUROLUX TIRANA W/LIGHT BLACK W566B,2.0,254.26,508.52,120,,,,120
135342,ABS SQUARE B/HEAD BLACK 1XE27 B118B,1.0,147.41,147.41,120,,,,120
135352,LORD2 PENDANT 360MM SATIN CHROME P289SC,3.0,409.72,1229.16,120,,,,120
135353,EUROLUX SYPHEN PENDANT 170MM BLACK P601,1.0,244.46,244.46,120,,,,120
137056,ILLUMIN8 LED FLOODLIGHT 200W PREMIUM 3YR,1.0,429.9,429.9,120,,,,120
137246,ILLUMIN8 LED FLOODLIGHT 50W PREMIUM 2YR,1.0,75.48,75.48,120,,,,120
137248,ILLUMIN8 LED FLOODLIGHT 150W PREMIUM 3YR,1.0,299.9,299.9,120,,,,120
138766,EUROLUX RECHARGEABLE TORCH/LANTERN FS100,2.0,139.0,278.0,120,,,,120
121886,ELEC DOWNLIGHT PORCELAIN HOLDER GU10,-16.0,9.99,-159.84,121,,,,121
126391,EUROLUX RECHARGEABLE LED 3W DAYLIGHT,20.0,5.3,106.0,121,,,,121
126524,ZAP D/LIGHT KIT LEDDK3M 240v LED GUN MET,3.0,37.64,112.94,121,,,,121
133480,EUROLUX SPARE LAMP FOR H47 T8 20W G315BP,1.0,52.47,52.47,121,,,,121
134040,DELTA LED BULKHEAD COMBO BLACK 78961,1.0,64.95,64.95,121,,,,121
134248,G982WW 5W RECHARGEABLE LAMP B22,2.0,20.33,40.67,121,,,,121
134528,DELTA SILVER LED DOWNLIGHT KIT 250022,1.0,29.95,29.95,121,,,,121
134530,DELTA DOWNLIGHTERS GUN METAL + LAMPS 550,1.0,29.95,29.95,121,,,,121
134531,DELTA DOWNLIGHTERS GOLD + LAMPS 470221,2.0,29.95,59.9,121,,,,121
134532,DELTA BLACK DOWNLIGHT + LED COMBO 010198,-6.0,29.95,-179.7,121,,,,121
134533,DELTA WHITE LED DOWNLIGHT KIT 640076,3.0,29.95,89.85,121,,,,121
134534,DELTA DOWNLIGHTER SILVER H/D COMBO 35093,36.0,34.96,1258.9,121,,,,121
134535,DELTA DOWNLIGHTER GUNMETAL H/D COMBO 350,75.0,41.75,3131.73,121,,,,121
134536,DELTA DOWNLIGHTER GOLD H/D COMBO 35092,44.0,35.33,1554.8,121,,,,121
134537,DELTA DOWNLIGHTER BLACK H/D COMBO 35097,16.0,35.17,562.73,121,,,,121
134538,DELTA DOWNLIGHTER WHITE H/D COMBO 35096,49.0,44.09,2160.41,121,,,,121
134563,DELTA OSRAM 14W ENEGY SAVER ES 11927,6.0,21.0,126.0,121,,,,121
137267,ELEKTRON DOWNLIGHT KIT GUN METAL CB15GM+,21.0,31.2,655.31,121,,,,121
103547,"ELEC GALLERY PVC 6""NYLON LH",5.0,5.75,28.75,122,,,,122
103548,"ELEC GALLERY PVC 8""NYLON LH",3.0,8.96,26.88,122,,,,122
123091,ZAP PAYS FLOODLIGHT 10W LED LFL10W,18.0,26.99,485.82,122,,,,122
123493,EUROLUX BULK HEAD ROUND WHT GRID - CX-26,3.0,66.53,199.59,122,,,,122
126903,EUROLUX E248B LED BULKHEAD ROUND 6W BLK,3.0,92.22,276.66,122,,,,122
130118,EUROLUX PLAIN DESIGN W/LIGHT 230mm,1.0,263.35,263.35,122,,,,122
135344,EURO OVAL B/HEAD 170MM WHITE LED B280W,3.0,92.0,276.02,122,,,,122
137238,ELECTRA ECO LED FLOODLIGHT 10W 1YR ESFI-,69.0,27.99,1931.31,122,,,,122
137241,ILLUMIN8 LED FLOODLIGHT 50W ECO 1YR,6.0,79.99,479.94,122,,,,122
137243,ILLUMIN8 LED FLOODLIGHT 10W PREMIUM 3YR,5.0,37.9,189.5,122,,,,122
137263,ELECTRA DOWNLIGHT KIT GOLD CB15G+,20.0,29.99,599.8,122,,,,122
137337,RADIANT OUTDOOR WALL LIGHT SQ BLK RO424,3.0,90.0,270.0,122,,,,122
137340,RADIANT OUTDOOR WALL LIGHT UP/DOWN RND,3.0,117.9,353.7,122,,,,122
138547,EUROLUX 30W LED FLOODLIGHT MOTION SENSO,9.0,90.0,810.0,122,,,,122
129923,EUROLUX FS214 RECHARG LED SOLAR LANTERN,2.0,127.42,254.85,123,,,,123
130814,EUR ROUND PLASTIC B/HEAD 190mm BLK B136B,1.0,75.75,75.75,123,,,,123
134042,DELTA ROUND BULKHEAD COMBO BLACK 78956,5.0,95.0,475.0,123,,,,123
134518,DELTA LED 10W FLOODLIGHT 640330,47.0,28.0,1316.0,123,,,,123
134519,DELTA LED 20W FLOODLIGHT 310350,10.0,49.0,490.0,123,,,,123
134520,DELTA LED 30W FLOODLIGHT 580241,3.0,69.0,207.0,123,,,,123
134521,DELTA LED 50W FLOODLIGHT 580239,11.0,99.0,1089.0,123,,,,123
134522,DELTA LED 100W FLOODLIGHT 290022,2.0,199.0,398.0,123,,,,123
134525,DELTA READY LIGHT WHITE COMBO 620257,-1.0,34.95,-34.95,123,,,,123
134526,DELTA DATCO BULKHEAD COMBO 460310,5.0,39.95,199.75,123,,,,123
136330,RADIANT UFO HIGH BAY LAMP 200W RPR368,12.0,619.91,7439.0,123,,,,123
136466,ZAP PAYS FLOODLIGHT 50W LED WITH SENSOR,1.0,139.99,139.99,123,,,,123
136610,RADIANT 10W LED FLOODLIGHT RFS49,10.0,36.23,362.35,123,,,,123
137262,ELEKTRON DOWNLIGHT KIT SATIN CHROME CB15,-2.0,29.99,-59.98,123,,,,123
137489,ALUMINIUM BULKHEAD E27 BLACK IP54,6.0,250.0,1500.0,123,,,,123
138546,EUROLUX 10W LED FLOODLIGHT MOTION SENSO,10.0,50.0,500.0,123,,,,123
103470,AR ELEC 15A DAY NIGHT SWITCH,3.0,84.89,254.67,124,,,,124
123489,EUROLUX FS32 SECURITY LIGHT FOR PAR-38,3.0,186.75,560.25,124,,,,124
125639,EUROLUX BULKHEAD 195MM WHITE B174,1.0,21.0,21.0,124,,,,124
125767,EUROLUX O17B 4 PANEL DOWN FACING LANTERN,1.0,174.0,174.0,124,,,,124
129524,MATEL LED 12W ECONO BULKHEAD FLU-27187-M,7.0,93.0,651.0,124,,,,124
130809,LANTERN 4 PANEL UP/FACING 150mm WHT O14W,1.0,150.0,150.0,124,,,,124
134039,DELTA LED BULKHEAD COMBO WHITE 78957,1.0,64.95,64.95,124,,,,124
134527,DELTA 100W W/T FITTING COMBO 450150,2.0,35.95,71.9,124,,,,124
137235,ILLUMIN8 BULKHEAD FITTING DATCO,3.0,21.99,65.97,124,,,,124
137264,ELEKTRON DOWNLIGHT KIT BLK +220V HOLDER,-23.0,29.99,-689.77,124,,,,124
137391,BULK HEAD E27 MAX.40W BHL 01,83.0,20.0,1660.0,124,,,,124
138545,EUROLUX 20W LED FLOODLIGHT MOTION SENSO,4.0,70.0,280.0,124,,,,124
106497,125 P80 RANDOM ORBITAL,6.0,17.71,106.26,125,,,,125
106804,75X457 P100 3 PACK BELT,3.0,46.57,139.71,125,,,,125
106805,75X457 P60 3 PACK BELT,2.0,42.29,84.59,125,,,,125
106806,75X457 P80 3 PACK BELT,3.0,46.57,139.71,125,,,,125
106807,75X533 P100 3 PACK BELT,2.0,44.27,88.55,125,,,,125
106808,75X533 P60 3 PACK BELT,2.0,49.77,99.54,125,,,,125
106810,75X610 P100 3 PACK BELT,2.0,59.23,118.46,125,,,,125
106811,75X610 P60 3 PACK BELT,2.0,46.29,92.59,125,,,,125
106812,75X610 P80 3 PACK BELT,-3.0,35.43,-106.29,125,,,,125
125545,RUWAG 100X610 P40 3 PACK BELT,1.0,72.72,72.72,125,,,,125
125629,RUWAG 75X533 P40 3 PACK BELT,1.0,50.26,50.26,125,,,,125
125692,RUWAG 75X610 P40 3 PACK BELT,1.0,38.56,38.56,125,,,,125
126394,RUWAG SANDING DISC 115 P180 RANDOM ORBIT,-2.0,17.71,-35.42,125,,,,125
126841,RUWAG 75X457 P40 3 PACK BELT,2.0,46.57,93.14,125,,,,125
128618,RUWAG P60 TRIAN SANDING DISC 93mm,1.0,11.09,11.09,125,,,,125
128619,RUWAG P80 TRIAN SANDING DISC 93mm,2.0,11.31,22.62,125,,,,125
128620,RUWAG P120 TRIAN SANDING DISC 93mm,2.0,11.31,22.62,125,,,,125
128621,RUWAG P60 TRIANGULAR SANDING DISC ADD-ON,7.0,10.25,71.75,125,,,,125
128622,RUWAG P80 TRIANGULAR SANDING DISC ADD-ON,4.0,10.43,41.73,125,,,,125
128623,RUWAG P120 TRIANGULAR SANDING DISC ADD-O,2.0,10.44,20.88,125,,,,125
128913,RUWAG P240 TRIAN SAND DISC ADDON RSTV009,4.0,20.4,81.6,125,,,,125
138118,RUWAG BACKING PAD 115MM RSBPAD115,1.0,59.9,59.9,125,,,,125
138800,RUWAG BACKING PAD 178MM RSBPAD180,1.0,77.17,77.17,125,,,,125
105195,GRIP MAX DRYWALL SCREW 3.5X25 (100'S),76.0,7.24,550.24,126,,,,126
105196,GRIP MAX DRYWALL SCREW 3.5X32 (100'S),494.0,7.1,3507.4,126,,,,126
137019,IG NAIL IN ANCHOR 8X45 (100),1.0,69.6,69.6,126,,,,126
137020,IG NAIL IN ANCHOR 8X57/60 (100),4.0,67.82,271.29,126,,,,126
137022,IG NAIL IN ANCHOR 8X100 (100),3.0,134.85,404.55,126,,,,126
137023,IG NAIL IN ANCHOR 8X120 (100),2.0,144.0,288.0,126,,,,126
105268,MBS SELF DRILL TEK SCREW 12mm x 25mm (25,48.0,7.75,372.0,127,,,,127
105269,MBS SELF DRILL TEK SCREW 12mm x 30mm (25,75.0,9.5,712.5,127,,,,127
105270,MBS SELF DRILL TEK SCREW 12mm x 40mm (25,72.0,10.5,756.0,127,,,,127
105271,MBS SELF DRILL TEK SCREW 12mm x 50mm (25,57.0,14.25,812.25,127,,,,127
105272,MBS SELF DRILL TEK SCREW 12mm x 65mm (25,52.0,17.0,884.0,127,,,,127
105273,MBS SELF DRILL TEK SCR 12mm x 75mm (25),30.0,19.25,577.5,127,,,,127
105274,MBS SELF DRILL TEK SCREW 12mm x 90mm (25,5.0,22.0,110.0,127,,,,127
106449,RUW BONDED WASHER 06X19 (100),8.0,22.17,177.36,127,,,,127
106451,RUW BONDED WASHER 06X26 (100),11.0,37.89,416.84,127,,,,127
106503,RUW TEK SCREW 12X25 (100),5.0,41.69,208.49,127,,,,127
106505,RUW TEK SCREW 12X30 (100),3.0,46.84,140.52,127,,,,127
106512,RUW TEK SCREW 12X50 (100),1.0,69.96,69.96,127,,,,127
106520,RUW TEK SCREW 12X75 (100),6.0,95.26,571.56,127,,,,127
106736,RUW TEK SCREW 12X40(25),5.0,23.85,119.25,127,,,,127
120289,RUWAG TEK SCREW 12X20 (25),4.0,16.63,66.52,127,,,,127
120448,RUW TEK SCREW 12X60 (25),2.0,36.14,72.28,127,,,,127
120578,RUW TEK SCREWS12X40 (100),7.0,57.74,404.18,127,,,,127
121181,RUW BONDED WASHER 06X26 (25),3.0,15.31,45.93,127,,,,127
123284,RUW TEK SCREW 12X50 (25),4.0,26.5,106.01,127,,,,127
124578,RUW BONDED WASHER 06X19 (25),2.0,9.87,19.74,127,,,,127
125138,RUW DECKING SCREW 5x50 (200),-2.0,115.29,-230.58,127,,,,127
126334,RUW TEK SCREW 12X20 (100),4.0,39.88,159.52,127,,,,127
126335,RUW TEK SCREW 12X65 (100),6.0,79.84,479.04,127,,,,127
126336,RUW TEK SCREW 12X85/5.5x85 (100),5.0,120.11,600.55,127,,,,127
126337,RUWAG 12X60 TEK SCREW (100),5.0,75.84,379.2,127,,,,127
126610,RUW TEK SCREW 12X65 (25),5.0,37.1,185.54,127,,,,127
126611,RUW TEK SCREW 12X75 (25),4.0,39.86,159.44,127,,,,127
126642,RUW BONDED WASHER 06X19 (200),9.0,38.31,344.82,127,,,,127
128144,RUW TEK SCREW 12X25 (25),3.0,20.16,60.48,127,,,,127
128248,RUW TEK SCREW 12X30 / 5.5X30MM (25),5.0,20.43,102.15,127,,,,127
128249,RUW TEK SCREW 12X85 / 5.5X85MM (25),3.0,50.41,151.23,127,,,,127
130580,MBS BONDED WASHER 6x19 (25),280.0,4.0,1120.0,127,,,,127
131883,RUW TEK SCREW 12X65 (200),1.0,152.97,152.97,127,,,,127
132362,RUW TEK SCREW 12X85 (200),1.0,220.61,220.61,127,,,,127
132753,RUW TEK SCREWS 12X40 (200),4.0,115.4,461.6,127,,,,127
136051,RUW BONDED WASHER 06X19 (15),-1.0,8.31,-8.31,127,,,,127
106599,RUW DRYWALL SCREW 3.5X25 (100),15.0,12.28,184.2,128,,,,128
106600,RUW 3.5X25 DRYWALL SCREW (25),6.0,6.38,38.28,128,,,,128
106608,RUW DRYWALL SCREW 3.5X32 (100),9.0,15.0,135.0,128,,,,128
106609,RUW 3.5X32 DRYWALL SCREW (25),13.0,7.64,99.34,128,,,,128
106611,RUW 3.5X41 DRYWALL SCREW (100),18.0,18.13,326.34,128,,,,128
106612,RUW 3.5X41 DRYWALL SCREW (25),2.0,8.43,16.86,128,,,,128
106853,RUW DRY WALL INDENTER,10.0,11.46,114.6,128,,,,128
11235,RUWAG 3.5X25 DRYWALL SCREW(500),7.0,62.88,440.16,128,,,,128
11236,RUW DRYWALL SCREW 3.5X41 (500),3.0,71.19,213.57,128,,,,128
116332,RUW DRYWALL SCREW 3.5X32 (500),11.0,63.91,703.01,128,,,,128
122530,RUWA 5X60 SPRING TOGGLE (4),2.0,13.62,27.25,128,,,,128
124050,RUWAG DRYWALL PLUG NYLON (2),15.0,6.78,101.7,128,,,,128
124051,RUW DRYWALL PLUG STEEL (2),16.0,7.96,127.39,128,,,,128
124300,RUW DRYWALL SCREW 3.5X25 (1000),4.0,116.21,464.86,128,,,,128
124301,RUW DRYWALL SCREW 3.5X32 (1000),5.0,119.65,598.25,128,,,,128
124302,RUW DRYWALL SCREW 3.5X41 (1000),3.0,136.8,410.4,128,,,,128
125022,RUW 4X50 SPRING TOGGLE (4),8.0,10.56,84.48,128,,,,128
126397,RUW DRYWALL SCREW 4.0X75 (100),7.0,48.46,339.24,128,,,,128
131749,RUW 6X75 SPRING TOGGLE (4),7.0,14.53,101.74,128,,,,128
132615,RUW 4.0X75 DRYWALL SCREW (25),3.0,14.29,42.87,128,,,,128
106734,5X35 NAIL IN ANCHOR (50),1.0,25.32,25.32,129,,,,129
106741,5X45 NAIL IN ANCHOR (50),3.0,38.4,115.2,129,,,,129
106782,6X35 NAIL IN ANCHOR (50),1.0,37.45,37.45,129,,,,129
106786,6X45 NAIL IN ANCHOR (50),1.0,37.78,37.78,129,,,,129
106792,6X55 NAIL IN ANCHOR (50),8.0,47.43,379.44,129,,,,129
106795,RUW 6X70 NAIL IN ANCHOR (5),11.0,11.64,128.04,129,,,,129
106796,6X70 NAIL IN ANCHOR (50),5.0,50.23,251.19,129,,,,129
106827,RUW 8X100 NAIL IN ANCHOR (5),3.0,16.45,49.35,129,,,,129
106828,RUW NAIL IN ANCHOR 8X100 (50),3.0,95.72,287.16,129,,,,129
106830,RUW NAIL IN ANCHOR 8X120 (50),1.0,148.15,148.15,129,,,,129
106835,RUW NAIL IN ANCHOR 8X60 (50),5.0,63.37,316.85,129,,,,129
106838,RUW 8X75 NAIL IN ANCHOR (5),-7.0,13.63,-95.41,129,,,,129
106839,8X75 NAIL IN ANCHOR (50),3.0,83.09,249.29,129,,,,129
120556,RUW NAIL IN ANCHOR 5mm x 35mm (100),1.0,40.9,40.9,129,,,,129
120558,RUW NAIL IN ANCHOR 6mm x 55mm (100),2.0,81.92,163.84,129,,,,129
120559,RUW NAIL IN ANCHOR 6mm x 70mm (100),3.0,82.63,247.89,129,,,,129
120560,RUWNAIL IN ANCHOR 8mm x 60mm (100),4.0,108.53,434.12,129,,,,129
127907,RUW 5X35 NAIL IN ANCHOR (5),3.0,5.91,17.75,129,,,,129
127908,RUW 6X35 NAIL IN ANCHOR (5),1.0,6.02,6.02,129,,,,129
127909,RUW 6X55 NAIL IN ANCHOR (5),5.0,11.4,57.04,129,,,,129
127934,RUW 6X45 NAIL IN ANCHOR (5),4.0,6.48,25.95,129,,,,129
128042,RUW NAIL IN ANCHOR 5X45MM (5),9.0,6.2,55.8,129,,,,129
129499,RUWAG NAIL IN ANCHOR 5X45MM(100),3.0,63.04,189.12,129,,,,129
132782,TORK NAIL-IN-ANCHOR 5X35 (10),299.0,2.18,654.05,129,,,,129
106510,RUW FENDER WASHER 12x45 (100),2.0,118.72,237.45,130,,,,130
106756,RUW GUTTER BOLT and NUT 6X40 (50),3.0,53.92,161.76,130,,,,130
106757,RUW GUTTER BOLT and NUT 6 X 50 (50),3.0,58.78,176.34,130,,,,130
106823,RUW 8MM NYLON WALL PLUG (10),3.0,8.82,26.46,130,,,,130
120481,RUW GUTTER BOLT N NUT 6mm x 60mm (50),1.0,49.28,49.28,130,,,,130
120531,RUW GUTTER BOLT N NUT 6X75 (50),3.0,62.14,186.42,130,,,,130
125137,RUWAG 5X40 DECKING SCREW (200),7.0,106.84,747.92,130,,,,130
125139,RUW DECKING SCREW 5x60 (200),1.0,130.1,130.1,130,,,,130
125140,RUW DECKING SCREW 5X75 (200),1.0,175.66,175.66,130,,,,130
127255,RUW GUTTER BOLT and NUT 6 X 30 (200),2.0,175.99,351.98,130,,,,130
127811,RUWAG 12MM NYLON WALL PLUG (5),2.0,9.42,18.85,130,,,,130
